Selected Data: Najwyzszy
t	Yt	Ft	St	Yt*	|Yt-Yt*|	Yt-Yt*	(Yt-Yt*)^2
---------------------------------------------------------------
315 	4.46 	4.46 	-0.01 	4.46 	0.00 	-0.00 	0.00 	
316 	4.46 	4.45 	-0.01 	4.45 	0.00 	0.00 	0.00 	
317 	4.45 	4.45 	-0.01 	4.45 	0.00 	-0.00 	0.00 	
318 	4.46 	4.45 	-0.00 	4.44 	0.02 	0.02 	0.00 	
319 	4.44 	4.44 	-0.01 	4.44 	0.01 	-0.01 	0.00 	
320 	4.43 	4.44 	-0.01 	4.44 	0.00 	-0.00 	0.00 	
321 	4.43 	4.43 	-0.01 	4.43 	0.00 	0.00 	0.00 	
322 	4.42 	4.42 	-0.01 	4.43 	0.01 	-0.01 	0.00 	
323 	4.43 	4.42 	-0.00 	4.42 	0.01 	0.01 	0.00 	
324 	4.42 	4.42 	-0.00 	4.42 	0.01 	0.01 	0.00 	
325 	4.42 	4.42 	-0.00 	4.42 	0.00 	-0.00 	0.00 	
326 	4.41 	4.41 	-0.00 	4.41 	0.00 	0.00 	0.00 	
327 	4.42 	4.42 	-0.00 	4.41 	0.01 	0.01 	0.00 	
328 	4.43 	4.43 	0.00 	4.42 	0.02 	0.02 	0.00 	
329 	4.42 	4.42 	0.00 	4.43 	0.01 	-0.01 	0.00 	
330 	4.41 	4.42 	-0.00 	4.43 	0.01 	-0.01 	0.00 	
331 	4.39 	4.40 	-0.01 	4.42 	0.03 	-0.03 	0.00 	
332 	4.38 	4.39 	-0.01 	4.40 	0.02 	-0.02 	0.00 	
333 	4.37 	4.37 	-0.01 	4.38 	0.01 	-0.01 	0.00 	
334 	4.38 	4.37 	-0.01 	4.36 	0.02 	0.02 	0.00 	
335 	4.38 	4.37 	-0.00 	4.37 	0.02 	0.02 	0.00 	
336 	4.38 	4.37 	-0.00 	4.37 	0.01 	0.01 	0.00 	
337 	4.38 	4.38 	-0.00 	4.37 	0.01 	0.01 	0.00 	
338 	4.39 	4.38 	0.00 	4.37 	0.02 	0.02 	0.00 	
339 	4.39 	4.39 	0.00 	4.39 	0.00 	0.00 	0.00 	
340 	4.38 	4.38 	0.00 	4.39 	0.01 	-0.01 	0.00 	
